ActSalePrice,SalePriceRidge,SalePriceGradBoost,SalePriceBagging,SalePriceRandFor,SalePriceXgboost
179900,198992.19740047303,190028.00303524302,200950.23231888574,206637.60853249763,206240.5
165500,186159.32096568795,173643.44957476735,164274.55517341886,172136.56143775128,164961.72
277500,286531.88150566426,291158.6599364108,281540.31431926944,281947.6546939667,279139.22
309000,308138.9317162183,308367.26932232815,303938.156699029,311080.1692287297,311486.94
145000,148948.3461788847,152891.51444149503,146574.99190197792,148162.080151373,144769.25
153000,156591.55792378928,160275.99020457704,154482.21498173906,155634.64794446965,154340.66
109000,125165.7656387902,125601.22760162455,109324.9632767504,120305.48367304042,113438.07
82000,89763.51483327101,84422.07785432767,85685.00908161471,86657.37597796506,82197.12
160000,152492.20946710146,156489.9607441607,159974.93741926286,157397.0187452278,160645.39
170000,153938.41891568125,162326.68147645835,167317.29295384322,163419.96582022496,169143.19
144000,151370.08972111944,146953.28183557498,142194.80815550892,141008.05435045855,143117.72
130250,128498.45051855374,119531.48022365499,116013.94028361513,120255.2274151757,123039.95
141000,144491.30888320488,136320.5925904258,138041.84081870914,135910.41191408687,137780.61
319900,292101.58428903494,295402.52251850563,268512.8834053203,300290.0956962325,314124.94
239686,243070.9187467299,245978.31191755214,250381.0407540332,255843.5015853179,240513.98
249700,239408.55184780588,255235.98010051608,247684.5878581056,247230.08996014865,249322.19
113000,107436.033215594,112405.60282609503,117655.31301243386,115788.30439340754,110435.86
127000,122289.63476698456,125794.17834474856,135454.66272730415,125352.97459071709,123802.555
177000,176840.48566537764,179005.0686910343,177218.779091564,176217.66418071164,178795.34
114500,131794.79275022214,131540.9379333182,121487.0171403929,123836.1427233914,119632.13
110000,99396.91351047296,107830.88483511526,118858.86827492264,111212.01661746053,109781.77
385000,307265.6470307287,384839.8537868053,374919.07412924536,364247.5723181877,384689.72
130000,140873.35628083957,139255.26647372352,129639.01359222937,132373.2630346779,130122.27
180500,167666.93984670792,168943.4547144092,172617.701722258,175432.54821564758,177550.0
172500,186471.88558565828,187994.03133555772,212202.18284423166,218036.25696790405,211092.5
196500,194342.40714405532,193153.18925167038,197206.16418522602,197928.2517424375,193556.45
438780,446884.1331982201,433804.06504694826,407305.3570454338,414707.03191915614,428969.06
124900,121263.58812088851,120580.09235542479,119791.58606802061,123104.84163275952,129409.32
158000,160008.38143154254,161529.3362333382,159407.99749965558,160391.0816240667,158106.42
101000,104048.45581069759,97453.43964589165,102438.09325491777,99803.91635459535,101278.266
126500,128581.8712805942,130141.25957550222,132750.4249943137,131270.357942719,127377.51
202500,218859.3812254368,216200.2721979908,216930.07275743,219872.2275599444,220195.25
140000,130658.917030625,132966.06452274704,146437.96017563465,142535.40056685737,139527.88
219500,230375.83266878856,239730.16377267303,226640.41584931576,229253.40291555572,241305.89
317000,304600.5920032221,304993.2807472068,307419.68107292504,315752.6960774476,311956.66
180000,232640.70266548503,238600.3790026566,238855.51775797285,267117.1990429802,256870.03
226000,210169.7294862525,208332.93909377177,220718.53437624156,220199.21303806253,219416.92
80000,86049.0056472911,79038.05638943463,76946.42170184922,81981.63602541036,79904.125
225000,242615.13286289386,254412.49288855825,243932.10004220877,247708.9565751117,244322.95
244000,245569.6703231921,246572.27021627998,294434.3964089726,270640.76188750507,245023.2
129500,122359.82675251979,125538.10113659562,115594.3333888486,127863.46489686643,124078.08
185000,182203.14237336614,189808.31966417644,189702.27096680997,190496.784761898,185534.6
144900,139111.68711235514,141263.21238611822,148822.31472807153,144490.47894784945,143507.78
107400,111713.49187491,104241.75507287089,107968.42909681452,110973.2963442597,108260.914
91000,92929.06482618694,87424.52731383538,95992.607469644,95321.32072500382,83654.12
135750,116926.25174536789,117998.60566432483,125613.8216387628,127908.30163333772,130513.88
127000,124913.4503670412,121257.51212152826,115670.80925524725,120273.47315145413,114403.14
136500,121605.10958454464,126126.90998329628,132343.22228429443,134428.77799883945,135771.73
110000,114005.87369719663,102676.62816954569,109665.54341104008,110346.53525927925,108182.79
193500,179328.954905929,171701.833911143,172491.8907440531,163162.94288670682,208706.64
153500,160584.20533862824,161497.10806268646,159275.89326373558,158570.89460060655,153399.9
245000,247977.57820478833,245199.15815168826,238327.37067118328,242860.23929448018,244788.23
168500,175499.62441143402,170977.47001683683,165633.82399423997,170277.22319783163,167844.98
260000,261749.97262222285,269792.2971226865,272925.6416401496,269307.8198286514,257812.45
174000,199287.84001010456,175448.65735264024,172212.81841653612,174963.66442679262,174604.73
164500,165160.35819599684,169127.63649455347,153105.26127363212,160121.2083985678,164465.97
85000,71334.6567470894,86413.8956263759,89951.29160678382,96709.5621522436,84831.89
123600,123338.71968565884,119581.87211767031,124357.72606903588,122283.8160127594,121465.44
109900,110574.33801493129,103954.99163325356,101410.71724804814,105489.70943667242,108278.16
98600,130536.5180221807,129544.38705419513,107806.7477013925,114706.68805352149,102167.46
163500,151983.19041421372,152619.16923396202,148135.47680908075,146449.96409187536,162476.72
133900,145628.8509968144,143859.3043068638,148410.2396271856,159365.4821183895,134662.38
204750,194984.07788878583,199744.9314812552,205951.71375732197,205726.74766596407,206282.98
185000,196482.19806467052,187825.42841497256,185291.420002558,181416.00564032223,184257.8
214000,214131.06982464626,221602.92092815274,223219.83038481863,220264.3625639705,213784.98
94750,110293.86450270258,103824.69278673218,98723.03636850863,103731.2106332057,96378.54
83000,87075.41655354037,84611.74401269203,80923.8069993931,85451.89964310819,83026.945
128950,117913.94243885457,103726.928463306,103522.47343534652,115296.59617936361,132089.11
205000,208327.91919863166,212614.09179868948,212701.83492324135,205538.3734648838,205907.6
178000,178972.25733761926,167958.454634305,169570.65125287895,178942.54220699825,170077.78
118964,126113.4757994104,120723.27843433204,118964.0000000002,127176.73693827048,118546.5
198900,191186.71924392736,203858.15897246706,200960.4632578283,201604.01634322785,200994.89
169500,142195.66097417296,167197.29205140323,171228.60415086203,169931.47647482413,169411.48
250000,252420.1775081929,260277.58514005388,245316.50985474812,250339.0396963832,249314.11
100000,100140.51351064337,98907.97239159515,98477.83498578053,99191.22975710675,98144.29
115000,103102.16728183409,97822.65656437456,95230.89981723523,99074.0011679607,90651.24
115000,113844.84856508872,118837.41502838036,119526.34187347388,116046.27659968733,115423.85
190000,205936.1538957326,195637.16951097353,207273.03527196235,193404.03886745992,191078.83
136900,145449.9056738226,145855.37907901235,149510.11853199516,142738.08159390022,139897.89
180000,192873.51783003248,178685.95209037265,167323.3740974987,174109.02548938067,172668.64
383970,332881.4866469207,376957.50023033563,331529.98021780304,346505.89198604075,381843.8
217000,217921.6521596354,211297.83879774957,215531.72473933353,207741.38348549767,216566.11
259500,223999.70283574358,239205.8720048359,215327.5070647146,226316.23262900172,257808.25
176000,168821.52266393046,156603.7851285722,159328.60304454374,157325.61800792426,169591.55
139000,123608.516220069,130473.60114571397,138056.97644784985,137498.8894945948,134327.33
155000,135443.90754007234,150345.3510091213,155198.84811189788,150880.63629404127,154021.89
320000,304956.54183814424,323395.05624752695,318864.8628026733,309765.79594929784,321154.94
163990,188111.32286935614,175429.81236530797,165612.43263768737,166596.4935677486,166531.8
180000,192065.8871106651,179643.64296564247,176629.76106011105,166409.26950339644,180792.88
100000,97075.32185896504,96166.60312747926,104610.08162425754,103352.97477923572,100435.31
136000,133967.85868538776,133332.68458479928,137353.0362936591,137240.83295298394,137134.08
153900,160314.53114019815,166814.64065615853,166411.75400386675,171797.74328359021,171336.38
181000,179585.14442011298,178848.59014382397,177690.43416784026,177620.69578108846,180524.45
84500,91523.844118664,85433.43130467592,89057.19709217404,86823.01251420953,84387.29
128000,142410.61095451633,139771.7396783628,128374.71249693182,132463.10897927335,129217.68
87000,85852.95068384321,86451.16430443672,84786.91260362913,88348.94130073593,86852.07
155000,149850.09315729712,154330.46547985988,147486.00058460888,145651.58808286523,164376.12
150000,128721.95156135653,143288.7877392669,148938.84816177125,144891.18698067917,148932.31
226000,211419.55906278073,216196.08899359687,227278.727349728,224654.90431133693,225811.84
244000,217674.61268092293,215883.6740106059,230654.79019532533,229431.72321235779,237754.06
150750,147783.62044407375,148067.96666067478,151567.05080401362,149675.8716556721,154866.14
220000,232649.97860584906,216281.73093908982,226477.58031266616,222068.67216360738,219482.0
180000,172257.40788851798,177869.54623162988,181594.3497883117,179731.87100339058,178227.58
174000,178127.42467285637,173907.22684316276,179995.62062187577,166970.92078200437,174745.5
143000,144717.74055949747,148937.62829862104,147336.82091085374,146278.4353997028,142240.08
171000,160127.54486658223,180360.1704077127,184982.84128189998,186148.0845869575,171123.42
230000,262402.5380482677,251671.1048435751,228349.02626018642,237798.88025228368,232002.55
231500,202060.74860110067,205131.33841562853,217092.43763847137,220349.56229550467,225488.4
115000,105011.71626411198,109932.99693942015,111764.65296326076,111223.42372470065,113598.625
260000,222501.72166267128,247555.3645827658,268217.2836451425,245137.48616469855,247233.36
166000,133139.0332007034,153711.97025401372,156092.76151240204,147825.89413062172,164377.84
204000,206866.44291978073,213544.90284258872,207887.26316717133,206035.96859100787,207520.75
125000,123155.27024398958,126203.35135923998,147270.66100154817,135968.84285903777,124825.2
130000,141227.22285592218,131179.48699859547,143868.44393569583,139261.04863177004,125651.34
105000,107111.55042962694,103797.68232664416,102926.1196564479,105210.1612904816,105205.52
222500,223759.6012048514,226689.21324552366,231305.92900276248,227819.9892841835,223639.38
141000,152931.19049684756,149325.92567108906,146555.7027529301,155382.93540156508,141971.2
115000,121238.47884506424,120624.39469010243,116598.61146007954,115070.4635569494,114885.41
122000,131807.8247730072,130534.34153420434,130218.7233623591,128353.37840133643,125559.1
372402,312995.8445506929,338307.4783473272,342951.6117506393,346970.7597384301,368791.06
190000,190101.59878327767,187840.28570003103,194882.5920983994,187759.8462135107,191894.56
235000,214845.72432886617,222878.17410188445,210407.99448291198,205610.35851969986,233178.16
125000,102399.34385743973,108991.133547365,126938.71923331829,121866.19779292605,122110.63
79000,90023.61664107358,71828.92242700423,89848.40368734354,79440.92187895578,77767.54
109500,120383.89902170718,104305.6846739767,105090.21243145758,107017.79490463663,108300.15
269500,294892.04929909384,280417.10654245334,236477.9773992009,273189.910561615,269291.72
254900,233434.07930468084,229723.53314036338,250361.2161923215,244874.9603165646,250130.72
320000,260677.41014477468,288941.11969065067,314952.887137169,304467.74944461,314902.97
162500,187981.74043735964,169076.64193203376,165196.63175539504,161848.49756166927,162278.36
412500,401263.247425162,414291.34388809465,405777.87364967377,401211.98459049565,413044.5
220000,242975.93796240343,241923.02172281654,228919.77613484557,227020.97535385788,222338.33
103200,95110.28130079944,96735.71179982234,104598.89864066665,102150.37812415246,95007.94
152000,137548.44794338106,143792.61424910373,138133.62373954259,149858.8132760486,150565.34
127500,115647.9154252158,124436.72352692064,129160.60401030845,123291.8124037697,129175.055
190000,200414.5005301498,189476.92864241212,182991.86475939958,180639.65925684426,190351.84
325624,343574.38349023135,353940.7715926144,334491.99296720687,336170.3410628759,335325.97
183500,200306.862576754,193305.31736508888,190570.46203002337,195133.33630191107,195853.17
228000,224232.5530984173,226842.7486979586,229480.95427894496,232436.98755067596,227960.23
128500,120029.6171337837,127714.15099337108,127915.71802232052,126532.25569864307,127223.82
215000,186039.41103473402,206148.89813036265,214053.87788851652,197512.88996134634,213108.36
239000,228982.56303900311,217466.7323191123,218312.4322521074,221165.73327244853,235686.17
163000,152195.50862192878,162199.82437573763,155492.99159809548,161053.88834679907,163859.14
184000,202010.40316512526,194743.82879838315,183475.7811082008,180572.86348461822,183996.86
243000,166345.48552192765,200977.6270145386,195993.66584188855,205765.3808859748,194787.7
211000,224792.90384892715,224745.8936069627,220786.32774337326,211145.64336260877,212903.2
172500,181069.64629612863,154647.91404017023,164623.7800628606,167366.49760888147,166698.02
501837,431860.13264483877,486735.19918085425,480506.19337199314,454162.83743688307,500457.3
100000,113450.85570426288,111586.3345573128,110896.04439598457,104518.40011946304,103489.94
177000,178857.0547123459,176871.12234522164,176076.14714792056,173135.73607393808,176643.55
200100,161700.76539792394,196549.53537867166,190604.9521150594,188270.01415078616,200691.48
120000,128911.50049364011,121273.27047338575,112747.05577945696,116937.89723492949,121017.625
200000,189147.10257966883,226890.52546271452,223922.2714221589,217212.49215097618,201343.67
127000,127373.37586974542,120521.1209547631,110866.21126286956,117516.23404201225,128468.52
475000,287455.8542170263,443370.88868540875,357886.62869262905,405615.60294339014,475212.78
173000,187097.12290116388,181699.9423767072,176549.13934415107,176497.02919449913,173731.06
135000,129781.80134440551,138880.71734403327,134999.99999999988,134450.12043970817,136328.48
145000,150455.48380094024,148023.24901273317,147199.7494958005,148752.24956791414,147928.14
153337,162993.94823121562,155481.18751643077,163092.2824756129,153231.6175076534,152798.52
286000,270967.80559287,269486.84127335006,279821.07493423374,276334.9045235965,284366.9
315000,282004.5038048311,330811.12327738147,299857.4494478418,300383.8527312328,315656.78
184000,183307.67305021425,176982.184091505,159546.7645717675,170508.95720374098,189279.11
192000,197141.40885414454,196909.3351112032,187025.52319596408,191608.2244448154,196654.42
130000,146561.62816545478,139165.19738217356,150215.48266221178,136708.3096521131,131328.69
127000,119413.45926024352,120699.73037675681,114607.57384911992,123099.46529369314,124580.22
148500,144837.2855577511,149879.0468305357,153567.64028359693,156562.1472716832,154985.38
311872,315153.37311682024,302463.5860111512,298075.9951685452,290043.3042306236,313930.88
235000,215813.42792786114,277683.45178898075,355301.28089525446,311284.85156156396,343919.94
104000,130177.52964249984,109979.31524414488,104211.64963538585,110579.46600350461,103567.555
274900,315427.16228553443,290408.8341157756,274780.7563487748,282828.46815060446,280132.34
140000,129012.16771312877,145222.8334580682,137691.06584593165,141620.19984250088,139431.58
171500,166589.3105061053,164891.35027202984,164482.91394429762,166930.05555924645,170494.97
112000,118165.34267089429,110910.24112131972,103547.31160074093,111162.94341255631,118726.07
149000,150419.30447552414,144184.3244624266,144557.0272791714,146953.23718239248,147701.61
110000,106485.48704049845,110513.00831216776,103413.98614641119,110104.52643707118,110140.836
180500,167618.34946154171,178818.8857522907,184313.56297992752,185058.72053295805,180786.86
143900,134290.11176052503,138641.8312453004,140728.9636277708,138262.27888515432,143226.81
141000,133587.20963545496,138905.05623582567,126954.63597146163,130524.11178674978,156070.34
277000,223190.38722379904,248286.20651154922,248096.75961170837,262961.1863327086,266351.4
98000,96836.48314562916,94603.66301650985,95958.25771730563,98034.18925464379,95179.234
186000,166286.18007440376,180862.56683822814,177299.14211484924,182064.21673246764,186391.02
252678,242895.5162891683,256424.22964277383,242475.72367454466,238231.7988176343,254086.44
156000,167171.72100694425,156022.46138456737,148091.16775929413,149356.03964456427,155213.77
161750,145797.00567784935,143266.0916921324,157712.01601553522,155490.7441325555,157798.36
134450,142662.85148894563,144431.83118011322,143302.08976740326,136427.43997284814,140185.58
210000,205653.29062366724,207515.23870197946,203800.5036687059,209420.65896518156,211378.17
107000,95257.30841350823,101656.05376003718,107221.5840007743,105716.85239488307,108551.84
311500,239054.46727525303,247848.5228283299,216717.46670604398,209229.26227753132,221018.92
167240,175088.11309016,170046.8947356367,169012.3931631041,170193.01773830195,167575.16
204900,205185.63643382452,212833.1897420282,213870.27170625783,219472.1131407092,221247.92
200000,206509.2631182516,203463.90290669794,202117.29313680695,205553.03362841383,200800.42
179900,176711.68085002943,177356.59230011,177090.1656747729,177372.864904123,179456.44
97000,109885.7204679515,108636.24490893981,108128.28577838029,104628.5828230298,99158.664
386250,389719.7641242521,384545.58650147985,383419.73652984377,389894.8584088782,388278.5
112000,94820.39580265306,99661.71677835926,104913.7642920221,108815.5513842304,110397.75
290000,277968.6474535365,273353.34098030854,282417.23687328416,285140.52509859717,284746.0
106000,98368.02858360224,95138.70512664883,102532.1095224707,100740.29279571983,104743.22
125000,111884.33693735332,130127.69230222979,134124.66259643913,126496.19600346658,125915.85
192500,191408.48055980878,186376.992588839,194134.24815805227,193608.8254048898,194774.33
148000,129828.75254619589,129867.98098694759,149225.22558847378,143326.82773272877,142898.83
403000,342460.71700728306,373863.18302451697,344211.63412607956,338582.5285939965,422572.28
94500,99646.45502176152,95519.82837820156,92657.61214411496,94605.75878897308,94898.45
128200,121543.74032464085,121825.13343163724,110281.30535375306,120419.63505541213,126413.13
216500,225121.66931807192,218077.81949948482,219048.45404125756,214917.89923998425,216866.83
89500,103741.9832864428,94096.11348899122,89683.92661062146,91426.79435783347,89482.75
185500,192908.49212266385,184321.18632826672,186391.18531127257,187976.00855808548,182872.38
194500,210429.82453345417,194203.40284995793,204941.1655586928,211143.158682249,212109.36
318000,276436.8023075577,294141.1143490139,281967.6817238773,296673.52817252796,314417.12
113000,129474.68736460092,139577.31199049446,132765.81030019344,136264.7156102451,129402.67
262500,235650.61995517075,289866.26799248095,265866.30465690687,285891.0029276057,264260.5
110500,106206.51215032129,102566.67170657271,108438.18350776541,108555.92438015978,109987.17
79000,106383.32124887037,90821.61630746526,88172.31783265443,91280.9647868487,80802.77
120000,126631.39872928306,123716.43129993157,117768.28097922138,122253.57302936129,120893.04
205000,231255.22658023032,251152.24583828912,239445.05380601814,238246.73470829814,239888.6
241500,208159.54805043247,239746.05401032144,230934.7461752549,243517.7443113398,241812.72
137000,116451.66941330078,124419.03480597502,128162.55401111809,132929.32986595386,135116.08
140000,151433.57275548813,152091.5182003313,151855.78466134728,154012.29844721613,152433.9
180000,194459.62730074613,191394.9413713205,188383.7467189318,188323.66684311687,187331.75
277000,261559.89350235584,270221.90147371544,255286.487585137,240087.39674827355,276118.53
76500,80987.78671022174,79998.9715089392,90689.37910871439,85501.30182367317,76969.35
235000,235481.68474226128,251645.34267301008,267419.7127711457,258116.33029462566,235439.05
173000,183781.50465003145,176612.0061515835,174041.29869840326,176393.7362501723,173707.55
158000,180894.00207183734,156633.99699770022,157298.08104074062,155357.74829058305,158805.77
145000,138907.93192086884,144192.20925486894,144161.25969869533,146433.25137804783,145028.08
230000,221399.35197781774,228330.80769459644,236088.28534696894,236358.48399186268,229941.25
207500,206809.11759107903,201787.20443422184,204688.74495812174,199059.7330911479,206684.9
220000,214036.43824162552,224588.3088887824,239700.29394782602,228373.98572779098,221117.17
231500,218628.2253999546,205200.24128099752,224449.37930663765,225022.41043653313,221046.11
97000,111007.05932688147,103449.31142860235,91305.11995489681,100290.05478637942,95527.164
176000,150782.2478762123,165096.46737920103,155127.36763203694,167732.5468831178,174908.73
276000,318990.3957947951,340380.8439605841,322303.9456842473,343406.2782312653,332186.03
151000,161446.29485781485,158427.57975132886,147861.52407185716,150100.02662107415,151473.84
130000,117749.37082831851,123161.70435648966,128075.71936403714,126680.514227759,124936.79
73000,84577.94087924853,76956.57596025242,82210.9723930234,83246.04234109218,73339.82
175500,189464.98101859225,179449.94886683914,175649.42618064483,177605.60395028078,177221.14
185000,174152.18842407208,186030.7971676327,183836.19073513776,186341.53254339795,186112.69
179500,184007.5540717632,170799.3365500268,173236.85929394027,168733.42085142643,178945.77
120500,111223.5409558591,114626.8682678173,119222.32480668229,114479.65347681193,120116.86
148000,142113.5610660764,149222.62474157376,147351.8599537121,145718.79012659524,150119.73
266000,248322.0018103713,254374.51841177468,257469.6051024375,255243.4299781502,268033.72
241500,221148.20572088385,216643.7610206387,177194.28712850955,171007.35237441235,208093.3
290000,319615.6895882483,296600.8085658084,273348.1879752213,279039.0795829697,290340.8
139000,160077.2611596173,157362.82508743022,142070.285799023,146418.16655006216,138350.47
124500,117808.41717679049,119116.9467709682,111629.05265874801,126325.99612736863,119681.21
205000,177977.2300042561,183854.8386723868,151936.04772349526,163116.57005220992,200004.98
201000,202703.4150874801,205770.16992620102,207759.9087884944,209800.18060813635,201291.27
141000,115251.80748746649,110179.68404810087,121787.57513833365,106253.3042081935,104073.0
415298,348060.7118670336,388705.91846431076,410824.7030092788,404069.8294030602,408600.1
192000,235304.79186508738,213032.24332389908,198972.7885897021,207850.78730695843,197378.92
228500,208511.64108799185,223016.0844724499,213835.86032535098,220467.9681845048,222720.73
185000,193496.90217171173,188494.82816486343,183375.14914856674,185265.02925732863,183563.1
207500,202862.5575030889,210473.78121921094,213791.64366146587,212562.5756438301,213500.95
244600,231120.01057857723,242426.39946656936,244970.26754589457,246330.11615556362,244736.17
179200,169736.48314063507,179584.05869932682,182504.1912170674,176874.26710405658,179156.16
164700,170205.58847776108,167720.34352769898,163216.6779823993,162459.21724467477,166454.8
159000,172686.66410563645,166958.54592674723,164712.53381749825,165919.83038058804,160972.66
88000,105588.46529065465,96705.91936704365,92601.72697632517,96764.91235465549,90353.73
122000,116527.30631350465,119045.59535054852,124802.09029060458,120713.28995613505,118223.73
153575,131930.7555792078,129715.76883834151,122972.14955109173,131125.37295983694,129629.56
233230,226900.21357934398,231585.35165724318,233281.17835094125,234713.82143430956,235278.56
135900,125422.63220443876,133974.64534187064,132574.87302386653,140486.6462964667,136869.64
131000,137638.8050355906,142787.23841471074,133698.00049024008,136152.81801247163,133160.4
235000,214699.1740007635,232080.37469660907,232897.7650091575,229806.1715702257,233739.67
167000,179324.2759487469,175240.17427797898,177015.91007557465,170415.20852935404,166222.08
142500,146952.63932487043,144489.8420618507,135296.92157558544,144496.06803662766,141608.67
152000,128480.19154850133,137564.30013426207,141653.34721245745,143700.1585768726,147849.44
239000,229458.69610556067,216124.87590693365,215450.9895695378,199195.03730755646,212765.98
175000,186805.40871623988,178493.98875113967,167937.12507229132,173887.50892862515,176011.78
158500,158050.09367208794,152332.93577663612,154572.56510515502,149194.26075772464,159346.61
157000,158149.54714622273,153864.9436568994,143871.7651519535,153680.21199266522,156152.23
267000,230540.0549400223,273794.9472465692,285936.9428808921,277858.4028115729,272682.06
205000,231030.28890788037,218470.5045687347,205178.31197773968,211873.45619974434,210637.03
149900,125968.79981931062,133361.76745213018,149398.6428269654,140675.18795388073,147612.19
295000,260603.76832772695,297490.88270492485,272291.0123991368,295716.02675959416,294149.8
305900,270353.46653799445,308694.41965933854,314150.4337628063,313278.5696775566,307237.1
225000,222448.68974991265,225949.34113658074,198016.22991503577,236158.34252672948,231133.31
89500,95228.50162679549,89348.07099438812,97004.0232856525,95857.48670778793,89283.02
82500,111710.01779453349,95905.62186592862,97954.89482411054,90191.25669714973,85105.375
360000,361957.78178911045,355532.854541863,343759.21039126307,354759.3415141792,363294.1
165600,186669.98647892752,190685.4291392825,180097.2669512218,182928.77975301328,182908.66
132000,141961.48563327038,130964.23274518207,125235.28085073321,127752.93247704714,133092.98
119900,115775.85750017909,115094.36650441763,125224.88569080672,118988.65059149895,119801.11
375000,223711.70027636827,349303.14620519185,344951.4681447357,321821.279557027,373410.9
178000,158038.73023218784,161617.05871695493,175155.62804587145,167515.61933413247,173536.66
188500,203230.75123068143,188771.59869744908,183448.94075377847,183832.34887784199,185172.94
260000,250979.5927748841,220612.73973624271,228003.60809589145,231250.15489522682,232617.11
270000,250234.20833079336,255914.63923412614,258944.66250605253,264862.6675099122,262301.56
260000,308792.31671999727,286664.3341421717,285835.13006938575,281121.10172420484,263690.8
187500,197516.83782044574,191710.37450139382,190824.4901887626,188559.11015887692,188245.64
342643,325385.9999110355,354009.62559135247,339867.7095677095,338497.32157590456,342830.47
354000,334316.7538925301,343051.0829081729,341028.36149208085,339255.67603666475,349862.0
301000,238764.5715855465,255329.0819374744,263223.67949054803,264143.65140639414,266207.7
126175,118515.61399505433,127178.62909495937,119566.06302051194,125902.44555851475,127080.37
242000,237529.16155750904,250912.76670763732,199626.23758276284,233600.30544280363,245388.94
87000,88738.14740463703,91013.13400494434,78186.57296798374,89802.70481395147,87839.83
324000,305034.62668753107,324786.1777834315,319279.26138747676,307884.8435656154,325045.06
145250,141887.88744598813,149166.87525906946,146963.99767199098,148102.10776822804,146316.31
214500,157114.26793516226,196843.9760222822,180251.7221454224,198690.25924934892,209481.12
78000,104610.53145992351,90470.33388915675,83756.37075353191,86493.49142218697,80796.69
119000,143661.99489059215,129486.57266359795,126932.69499847387,126400.62279030531,119773.695
139000,119872.00915049911,137683.19577469918,139744.10115795964,140016.378461738,137269.77
284000,299055.1010926575,293198.2990598739,289375.2501253947,275454.75304598146,276617.16
207000,192396.66718302164,201248.57784219785,201938.80568987617,202534.62636628258,201477.17
192000,190545.97807800287,190916.4091698438,190329.04684434776,187982.3070204456,193245.3
228950,209501.97139639198,212845.75741272187,214596.6878967125,203337.70597797868,227155.55
377426,356205.76540930016,350251.9944143183,346260.4538574421,362317.344169749,373910.88
214000,211680.1546554198,218313.11920507983,209616.39147740352,216399.57026507126,212162.17
202500,193378.38362920147,190157.1478783806,205098.3565790555,201774.79248011665,201938.47
155000,133089.56458387035,139908.22705819365,151823.74195872608,143718.1416411231,139326.17
202900,216832.02057751495,213654.41661012976,211078.67917239486,214088.92596227437,204932.17
82000,80854.08719003714,81575.0778234189,79706.1577970844,83862.685299117,82581.41
87500,88649.67240626682,82823.72414057389,89305.85283006173,87832.05877931057,87519.484
266000,298905.4806014558,273486.5177002921,256333.9983601408,273055.1404746492,267970.06
85000,99656.45307267449,92093.55784128442,100858.25594509217,104545.8250478579,95969.21
140200,135308.94429982294,149897.9940309049,137386.0375479146,137660.13137011806,141253.67
151500,140032.6717459651,145455.67763460273,143121.14588925024,141139.69528939362,151298.44
157500,177016.89310689358,174124.17272731184,173474.20628482764,160844.22927116728,158311.45
